parcellation,scale,spintype,netclass,network,zscore,pval
atl-cammoun2012,scale500,vasa,yeo,visual,1.7255268840265414,0.044195580441955803
atl-cammoun2012,scale500,vasa,yeo,somatomotor,2.124489539942468,0.019598040195980403
atl-cammoun2012,scale500,vasa,yeo,dorsal attention,0.6735165271669065,0.5604439556044396
atl-cammoun2012,scale500,vasa,yeo,ventral attention,-2.2821628700252865,0.014598540145985401
atl-cammoun2012,scale500,vasa,yeo,limbic,-1.5002507198716974,0.12458754124587541
atl-cammoun2012,scale500,vasa,yeo,frontoparietal,-0.9239995021715449,0.42905709429057093
atl-cammoun2012,scale500,vasa,yeo,default mode,-1.9565605923239808,0.040195980401959805
atl-cammoun2012,scale500,hungarian,yeo,visual,1.7134651094742606,0.048595140485951406
atl-cammoun2012,scale500,hungarian,yeo,somatomotor,1.941971070735475,0.04129587041295871
atl-cammoun2012,scale500,hungarian,yeo,dorsal attention,0.5976599303213763,0.6053394660533946
atl-cammoun2012,scale500,hungarian,yeo,ventral attention,-2.1578574579720597,0.0202979702029797
atl-cammoun2012,scale500,hungarian,yeo,limbic,-1.4240363968899308,0.15178482151784822
atl-cammoun2012,scale500,hungarian,yeo,frontoparietal,-0.87592242030888,0.45285471452854714
atl-cammoun2012,scale500,hungarian,yeo,default mode,-1.7796619691145077,0.0710928907109289
atl-cammoun2012,scale500,baum,yeo,visual,1.5938804549895185,0.09049095090490951
atl-cammoun2012,scale500,baum,yeo,somatomotor,1.9810032183837922,0.0405959404059594
atl-cammoun2012,scale500,baum,yeo,dorsal attention,0.6526693675705928,0.5265473452654734
atl-cammoun2012,scale500,baum,yeo,ventral attention,-1.903445694031154,0.0537946205379462
atl-cammoun2012,scale500,baum,yeo,limbic,-1.32287295315088,0.18198180181981802
atl-cammoun2012,scale500,baum,yeo,frontoparietal,-0.6567666028432874,0.5273472652734726
atl-cammoun2012,scale500,baum,yeo,default mode,-1.5762557730192455,0.11078892110788921
atl-cammoun2012,scale500,cornblath,yeo,visual,1.6054933730571086,0.0887911208879112
atl-cammoun2012,scale500,cornblath,yeo,somatomotor,1.999134735917437,0.03799620037996201
atl-cammoun2012,scale500,cornblath,yeo,dorsal attention,0.6613268176573076,0.5238476152384761
atl-cammoun2012,scale500,cornblath,yeo,ventral attention,-1.931230214763244,0.05019498050194981
atl-cammoun2012,scale500,cornblath,yeo,limbic,-1.3372001573832646,0.1777822217778222
atl-cammoun2012,scale500,cornblath,yeo,frontoparietal,-0.6666019574191974,0.5265473452654734
atl-cammoun2012,scale500,cornblath,yeo,default mode,-1.5956505452971186,0.1085891410858914
atl-cammoun2012,scale500,burt2018,yeo,visual,3.083603637145153,0.0046995300469953
atl-cammoun2012,scale500,burt2018,yeo,somatomotor,3.246835936021437,0.0016998300169983002
atl-cammoun2012,scale500,burt2018,yeo,dorsal attention,0.5569968825927193,0.6815318468153184
atl-cammoun2012,scale500,burt2018,yeo,ventral attention,-1.629808861366683,0.054094590540945904
atl-cammoun2012,scale500,burt2018,yeo,limbic,-2.333269622105863,0.021597840215978402
atl-cammoun2012,scale500,burt2018,yeo,frontoparietal,-1.093076814102733,0.27107289271072893
atl-cammoun2012,scale500,burt2018,yeo,default mode,-2.1330704198630053,0.029597040295970403
atl-cammoun2012,scale500,burt2020,yeo,visual,2.1461745604985087,0.027197280271972803
atl-cammoun2012,scale500,burt2020,yeo,somatomotor,2.6931344152162753,0.0038996100389961006
atl-cammoun2012,scale500,burt2020,yeo,dorsal attention,0.8517405451656359,0.39036096390360964
atl-cammoun2012,scale500,burt2020,yeo,ventral attention,-2.879414258261693,0.0022997700229977
atl-cammoun2012,scale500,burt2020,yeo,limbic,-2.001852958155476,0.0435956404359564
atl-cammoun2012,scale500,burt2020,yeo,frontoparietal,-1.0971800170328272,0.2826717328267173
atl-cammoun2012,scale500,burt2020,yeo,default mode,-2.3467338117798886,0.015598440155984402
atl-cammoun2012,scale500,moran,yeo,visual,1.729558641872253,0.0816918308169183
atl-cammoun2012,scale500,moran,yeo,somatomotor,2.282684416067767,0.012898710128987101
atl-cammoun2012,scale500,moran,yeo,dorsal attention,0.8356599856934563,0.41235876412358763
atl-cammoun2012,scale500,moran,yeo,ventral attention,-2.845626373470521,0.0038996100389961006
atl-cammoun2012,scale500,moran,yeo,limbic,-2.1001950722421054,0.0341965803419658
atl-cammoun2012,scale500,moran,yeo,frontoparietal,-0.8706596010800908,0.4016598340165983
atl-cammoun2012,scale500,moran,yeo,default mode,-2.285041613035188,0.019098090190980903
atl-cammoun2012,scale500,naive-para,yeo,visual,0.82281899699359,2.1992706004851026e-29
atl-cammoun2012,scale500,naive-para,yeo,somatomotor,0.6367090489294677,1.182617469821072e-19
atl-cammoun2012,scale500,naive-para,yeo,dorsal attention,0.37531389034772067,1.8070562529426866e-08
atl-cammoun2012,scale500,naive-para,yeo,ventral attention,-0.6806032986104678,5.1433156817390655e-09
atl-cammoun2012,scale500,naive-para,yeo,limbic,-0.7042445662875512,1.6840101644090915e-30
atl-cammoun2012,scale500,naive-para,yeo,frontoparietal,-0.49565475698054956,5.929327811071082e-22
atl-cammoun2012,scale500,naive-para,yeo,default mode,-0.3397982723487227,5.487044545712167e-14
atl-schaefer2018,100Parcels7Networks,naive-nonpara,yeo,visual,4.851365578638824,9.999000099990002e-05
atl-schaefer2018,100Parcels7Networks,naive-nonpara,yeo,somatomotor,4.422450109234834,9.999000099990002e-05
atl-schaefer2018,100Parcels7Networks,naive-nonpara,yeo,dorsal attention,0.1533767371364071,0.8773122687731227
atl-schaefer2018,100Parcels7Networks,naive-nonpara,yeo,ventral attention,-2.3879732256374178,0.0163983601639836
atl-schaefer2018,100Parcels7Networks,naive-nonpara,yeo,limbic,-2.488729964132723,0.013598640135986401
atl-schaefer2018,100Parcels7Networks,naive-nonpara,yeo,frontoparietal,-2.8408448423667547,0.003999600039996
atl-schaefer2018,100Parcels7Networks,naive-nonpara,yeo,default mode,-2.74296687319693,0.006099390060993901
atl-schaefer2018,100Parcels7Networks,vazquez-rodriguez,yeo,visual,1.9674380318745668,0.0282971702829717
atl-schaefer2018,100Parcels7Networks,vazquez-rodriguez,yeo,somatomotor,2.350678319076494,0.008999100089991
atl-schaefer2018,100Parcels7Networks,vazquez-rodriguez,yeo,dorsal attention,0.33740940953905724,0.779022097790221
atl-schaefer2018,100Parcels7Networks,vazquez-rodriguez,yeo,ventral attention,-1.4931034535879517,0.14038596140385962
atl-schaefer2018,100Parcels7Networks,vazquez-rodriguez,yeo,limbic,-1.4309036550043768,0.15148485151484853
atl-schaefer2018,100Parcels7Networks,vazquez-rodriguez,yeo,frontoparietal,-1.8193403338735183,0.06869313068693131
atl-schaefer2018,100Parcels7Networks,vazquez-rodriguez,yeo,default mode,-1.420104458034659,0.1630836916308369
atl-schaefer2018,100Parcels7Networks,vasa,yeo,visual,2.2932481994145424,0.0053994600539946005
atl-schaefer2018,100Parcels7Networks,vasa,yeo,somatomotor,2.646978025767853,0.0040995900409959
atl-schaefer2018,100Parcels7Networks,vasa,yeo,dorsal attention,0.031096954384951973,0.982001799820018
atl-schaefer2018,100Parcels7Networks,vasa,yeo,ventral attention,-2.0770032013005517,0.0370962903709629
atl-schaefer2018,100Parcels7Networks,vasa,yeo,limbic,-1.6054152589830881,0.1050894910508949
atl-schaefer2018,100Parcels7Networks,vasa,yeo,frontoparietal,-2.5456581689873934,0.007699230076992301
atl-schaefer2018,100Parcels7Networks,vasa,yeo,default mode,-2.1221939925734157,0.0313968603139686
atl-schaefer2018,100Parcels7Networks,hungarian,yeo,visual,2.209953932623841,0.010198980101989802
atl-schaefer2018,100Parcels7Networks,hungarian,yeo,somatomotor,2.4765899722796587,0.007899210078992101
atl-schaefer2018,100Parcels7Networks,hungarian,yeo,dorsal attention,0.07661893878985676,0.9533046695330467
atl-schaefer2018,100Parcels7Networks,hungarian,yeo,ventral attention,-1.9096146045191236,0.058394160583941604
atl-schaefer2018,100Parcels7Networks,hungarian,yeo,limbic,-1.5830886978146248,0.10168983101689831
atl-schaefer2018,100Parcels7Networks,hungarian,yeo,frontoparietal,-2.392824305689967,0.0150984901509849
atl-schaefer2018,100Parcels7Networks,hungarian,yeo,default mode,-2.021281759570334,0.0463953604639536
atl-schaefer2018,100Parcels7Networks,baum,yeo,visual,1.8177988334744835,0.042995700429957005
atl-schaefer2018,100Parcels7Networks,baum,yeo,somatomotor,2.141506029951614,0.022497750224977502
atl-schaefer2018,100Parcels7Networks,baum,yeo,dorsal attention,0.20778039565757642,0.8598140185981402
atl-schaefer2018,100Parcels7Networks,baum,yeo,ventral attention,-1.5722848355583077,0.12218778122187782
atl-schaefer2018,100Parcels7Networks,baum,yeo,limbic,-1.4308126945200768,0.1526847315268473
atl-schaefer2018,100Parcels7Networks,baum,yeo,frontoparietal,-1.8785942771539001,0.061193880611938804
atl-schaefer2018,100Parcels7Networks,baum,yeo,default mode,-1.5356947559845937,0.13358664133586642
atl-schaefer2018,100Parcels7Networks,cornblath,yeo,visual,1.931730867462003,0.0287971202879712
atl-schaefer2018,100Parcels7Networks,cornblath,yeo,somatomotor,2.3800148895190247,0.0036996300369963003
atl-schaefer2018,100Parcels7Networks,cornblath,yeo,dorsal attention,0.22435464805902552,0.8578142185781422
atl-schaefer2018,100Parcels7Networks,cornblath,yeo,ventral attention,-1.8578356040825543,0.0670932906709329
atl-schaefer2018,100Parcels7Networks,cornblath,yeo,limbic,-1.660277920845586,0.07889211078892111
atl-schaefer2018,100Parcels7Networks,cornblath,yeo,frontoparietal,-2.1501658132312604,0.029097090290970903
atl-schaefer2018,100Parcels7Networks,cornblath,yeo,default mode,-1.7903193364687047,0.07489251074892511
atl-schaefer2018,100Parcels7Networks,burt2018,yeo,visual,2.424494226329963,0.013398660133986601
atl-schaefer2018,100Parcels7Networks,burt2018,yeo,somatomotor,2.592970603137328,0.0016998300169983002
atl-schaefer2018,100Parcels7Networks,burt2018,yeo,dorsal attention,0.07009484584684332,0.9445055494450555
atl-schaefer2018,100Parcels7Networks,burt2018,yeo,ventral attention,-3.4486035382050457,0.0013998600139986002
atl-schaefer2018,100Parcels7Networks,burt2018,yeo,limbic,-3.696297252974913,0.00039996000399960006
atl-schaefer2018,100Parcels7Networks,burt2018,yeo,frontoparietal,-2.353421933784565,0.0015998400159984002
atl-schaefer2018,100Parcels7Networks,burt2018,yeo,default mode,-2.9860139194637694,0.0040995900409959
atl-schaefer2018,100Parcels7Networks,burt2020,yeo,visual,2.296031363458234,0.012698730126987301
atl-schaefer2018,100Parcels7Networks,burt2020,yeo,somatomotor,2.903510480471129,0.000999900009999
atl-schaefer2018,100Parcels7Networks,burt2020,yeo,dorsal attention,0.1090300383520241,0.9152084791520848
atl-schaefer2018,100Parcels7Networks,burt2020,yeo,ventral attention,-2.3784564771743413,0.011398860113988602
atl-schaefer2018,100Parcels7Networks,burt2020,yeo,limbic,-2.043941877119911,0.0395960403959604
atl-schaefer2018,100Parcels7Networks,burt2020,yeo,frontoparietal,-2.717674000278051,0.0038996100389961006
atl-schaefer2018,100Parcels7Networks,burt2020,yeo,default mode,-2.415271955290966,0.011198880111988802
atl-schaefer2018,100Parcels7Networks,moran,yeo,visual,1.352086989615098,0.24287571242875713
atl-schaefer2018,100Parcels7Networks,moran,yeo,somatomotor,2.8630731713725845,0.0007999200079992001
atl-schaefer2018,100Parcels7Networks,moran,yeo,dorsal attention,0.1215681016399859,0.9113088691130887
atl-schaefer2018,100Parcels7Networks,moran,yeo,ventral attention,-1.3716071680475148,0.1625837416258374
atl-schaefer2018,100Parcels7Networks,moran,yeo,limbic,-1.492895082556061,0.13758624137586242
atl-schaefer2018,100Parcels7Networks,moran,yeo,frontoparietal,-2.872494330368379,0.0030996900309969004
atl-schaefer2018,100Parcels7Networks,moran,yeo,default mode,-1.4771386106902598,0.133986601339866
atl-schaefer2018,100Parcels7Networks,naive-para,yeo,visual,1.090760995529032,3.3953913044486875e-07
atl-schaefer2018,100Parcels7Networks,naive-para,yeo,somatomotor,1.0951195194277488,4.3067195891870534e-05
atl-schaefer2018,100Parcels7Networks,naive-para,yeo,dorsal attention,0.03239148697303075,0.6450513743295798
atl-schaefer2018,100Parcels7Networks,naive-para,yeo,ventral attention,-0.6474588626644494,0.003970265663716792
atl-schaefer2018,100Parcels7Networks,naive-para,yeo,limbic,-1.0832334880003391,0.001343142504816858
atl-schaefer2018,100Parcels7Networks,naive-para,yeo,frontoparietal,-0.7349604390504839,0.03302225166415913
atl-schaefer2018,100Parcels7Networks,naive-para,yeo,default mode,-0.48418012503942864,0.00041369409298745236
atl-schaefer2018,200Parcels7Networks,naive-nonpara,yeo,visual,5.686818970509063,9.999000099990002e-05
atl-schaefer2018,200Parcels7Networks,naive-nonpara,yeo,somatomotor,5.798643267845766,9.999000099990002e-05
atl-schaefer2018,200Parcels7Networks,naive-nonpara,yeo,dorsal attention,0.459816141067714,0.6472352764723528
atl-schaefer2018,200Parcels7Networks,naive-nonpara,yeo,ventral attention,-1.7046743796338484,0.08819118088191182
atl-schaefer2018,200Parcels7Networks,naive-nonpara,yeo,limbic,-2.8171997930534727,0.007399260073992601
atl-schaefer2018,200Parcels7Networks,naive-nonpara,yeo,frontoparietal,-3.8618390316082607,0.00019998000199980003
atl-schaefer2018,200Parcels7Networks,naive-nonpara,yeo,default mode,-4.154212475714373,9.999000099990002e-05
atl-schaefer2018,200Parcels7Networks,vazquez-rodriguez,yeo,visual,1.8463534872100784,0.05499450054994501
atl-schaefer2018,200Parcels7Networks,vazquez-rodriguez,yeo,somatomotor,2.2111322158332354,0.023997600239976002
atl-schaefer2018,200Parcels7Networks,vazquez-rodriguez,yeo,dorsal attention,0.3791281288049884,0.7359264073592641
atl-schaefer2018,200Parcels7Networks,vazquez-rodriguez,yeo,ventral attention,-0.8553340769122166,0.38986101389861016
atl-schaefer2018,200Parcels7Networks,vazquez-rodriguez,yeo,limbic,-1.127881994049834,0.2460753924607539
atl-schaefer2018,200Parcels7Networks,vazquez-rodriguez,yeo,frontoparietal,-1.9963957934473406,0.0542945705429457
atl-schaefer2018,200Parcels7Networks,vazquez-rodriguez,yeo,default mode,-2.075928383573511,0.038696130386961305
atl-schaefer2018,200Parcels7Networks,vasa,yeo,visual,2.168915818923877,0.018198180181981802
atl-schaefer2018,200Parcels7Networks,vasa,yeo,somatomotor,2.684049469903299,0.003999600039996
atl-schaefer2018,200Parcels7Networks,vasa,yeo,dorsal attention,0.22624748798884814,0.8396160383961604
atl-schaefer2018,200Parcels7Networks,vasa,yeo,ventral attention,-1.31319118313961,0.18948105189481051
atl-schaefer2018,200Parcels7Networks,vasa,yeo,limbic,-1.2901619190346392,0.18868113188681132
atl-schaefer2018,200Parcels7Networks,vasa,yeo,frontoparietal,-2.8690859994293834,0.0052994700529947
atl-schaefer2018,200Parcels7Networks,vasa,yeo,default mode,-2.8034405779823537,0.006399360063993601
atl-schaefer2018,200Parcels7Networks,hungarian,yeo,visual,2.019929470299564,0.031296870312968704
atl-schaefer2018,200Parcels7Networks,hungarian,yeo,somatomotor,2.470901979410073,0.008599140085991401
atl-schaefer2018,200Parcels7Networks,hungarian,yeo,dorsal attention,0.2368821531431943,0.8392160783921608
atl-schaefer2018,200Parcels7Networks,hungarian,yeo,ventral attention,-1.2414234828581023,0.2211778822117788
atl-schaefer2018,200Parcels7Networks,hungarian,yeo,limbic,-1.2350718339962818,0.20167983201679832
atl-schaefer2018,200Parcels7Networks,hungarian,yeo,frontoparietal,-2.6833761655577217,0.0093990600939906
atl-schaefer2018,200Parcels7Networks,hungarian,yeo,default mode,-2.626047661121834,0.008099190080991902
atl-schaefer2018,200Parcels7Networks,baum,yeo,visual,1.8576210838045197,0.046995300469953004
atl-schaefer2018,200Parcels7Networks,baum,yeo,somatomotor,2.24698989012692,0.019498050194980503
atl-schaefer2018,200Parcels7Networks,baum,yeo,dorsal attention,0.23822603121124447,0.8476152384761524
atl-schaefer2018,200Parcels7Networks,baum,yeo,ventral attention,-1.1470108908101446,0.26007399260073993
atl-schaefer2018,200Parcels7Networks,baum,yeo,limbic,-1.2798844787697803,0.1922807719228077
atl-schaefer2018,200Parcels7Networks,baum,yeo,frontoparietal,-2.4443960852977114,0.019698030196980302
atl-schaefer2018,200Parcels7Networks,baum,yeo,default mode,-2.6375264525904716,0.008599140085991401
atl-schaefer2018,200Parcels7Networks,cornblath,yeo,visual,1.9038900829875272,0.04329567043295671
atl-schaefer2018,200Parcels7Networks,cornblath,yeo,somatomotor,2.323222696493324,0.013598640135986401
atl-schaefer2018,200Parcels7Networks,cornblath,yeo,dorsal attention,0.26327481487131554,0.8318168183181682
atl-schaefer2018,200Parcels7Networks,cornblath,yeo,ventral attention,-1.1835509759336824,0.25637436256374363
atl-schaefer2018,200Parcels7Networks,cornblath,yeo,limbic,-1.323159064800287,0.17738226177382263
atl-schaefer2018,200Parcels7Networks,cornblath,yeo,frontoparietal,-2.556684213142777,0.013898610138986101
atl-schaefer2018,200Parcels7Networks,cornblath,yeo,default mode,-2.7865876684972988,0.0040995900409959
atl-schaefer2018,200Parcels7Networks,burt2018,yeo,visual,1.1104350806429664,0.5514448555144486
atl-schaefer2018,200Parcels7Networks,burt2018,yeo,somatomotor,1.661292280830747,0.0004999500049995
atl-schaefer2018,200Parcels7Networks,burt2018,yeo,dorsal attention,0.26754515734078865,0.7204279572042795
atl-schaefer2018,200Parcels7Networks,burt2018,yeo,ventral attention,-2.776178340460813,0.013798620137986202
atl-schaefer2018,200Parcels7Networks,burt2018,yeo,limbic,-2.3924671207807706,0.0012998700129987
atl-schaefer2018,200Parcels7Networks,burt2018,yeo,frontoparietal,-7.124436421772385,9.999000099990002e-05
atl-schaefer2018,200Parcels7Networks,burt2018,yeo,default mode,-3.37354126628909,9.999000099990002e-05
atl-schaefer2018,200Parcels7Networks,burt2020,yeo,visual,2.213360701225949,0.021897810218978103
atl-schaefer2018,200Parcels7Networks,burt2020,yeo,somatomotor,3.0216559223112425,0.0010998900109989002
atl-schaefer2018,200Parcels7Networks,burt2020,yeo,dorsal attention,0.33131856217829647,0.7417258274172582
atl-schaefer2018,200Parcels7Networks,burt2020,yeo,ventral attention,-1.5066126418840893,0.1364863513648635
atl-schaefer2018,200Parcels7Networks,burt2020,yeo,limbic,-1.5749952529737912,0.11198880111988802
atl-schaefer2018,200Parcels7Networks,burt2020,yeo,frontoparietal,-3.0751083315234373,0.0007999200079992001
atl-schaefer2018,200Parcels7Networks,burt2020,yeo,default mode,-3.3283840954601103,0.00029997000299970003
atl-schaefer2018,200Parcels7Networks,moran,yeo,visual,1.5640854915742732,0.13288671132886712
atl-schaefer2018,200Parcels7Networks,moran,yeo,somatomotor,1.9917881507159592,0.018198180181981802
